56,Si,No,No,3,Si,Si,Si,Opcion 3
57,Si,No,Si,2,Si,Si,Si,Opcion 4
58,Si,No,Si,2,Si,Si,Si,Opcion 4
59,Si,No,No,5,Si,Si,Si,Opcion 4
60,Si,No,Si,2,Si,Si,Si,Opcion 3
61,Si,No,No,4,Si,Si,Si,Opcion 4
62,Si,No,Si,2,Si,Si,Si,Opcion 4
63,Si,No,No,4,Si,Si,Si,Opcion 4
64,Si,No,Si,2,Si,Si,Si,Opcion 4
65,No,No,No,3,Si,Si,Si,Opcion 4
66,Si,No,Si,2,Si,Si,Si,Opcion 4
67,Si,No,No,3,Si,No,No,Opcion 2
68,Si,No,Si,1,Si,Si,Si,Opcion 3
69,Si,No,No,3,Si,No,Si,Opcion 3
70,Si,No,Si,2,Si,Si,Si,Opcion 4
71,Si,No,Si,4,Si,Si,Si,Opcion 3
72,Si,No,Si,3,Si,Si,Si,Opcion 3
73,Si,No,Si,3,Si,Si,Si,Opcion 3
74,Si,No,Si,2,Si,Si,Si,Opcion 3
75,Si,No,Si,1,Si,Si,Si,Opcion 3
76,Si,No,Si,2,Si,Si,Si,Opcion 3
77,Si,No,Si,2,Si,Si,Si,Opcion 3
78,Si,No,Si,3,Si,Si,Si,Opcion 3
79,Si,No,Si,2,Si,Si,Si,Opcion 3
80,Si,No,No,2,Si,Si,No,Opcion 4
81,Si,No,Si,2,Si,No,No,Opcion 4
82,Si,No,Si,4,Si,Si,Si,Opcion 4
83,Si,Si,No,3,Si,Si,Si,Opcion 3
84,Si,No,No,4,Si,Si,Si,Opcion 4
85,Si,No,Si,1,Si,No,Si,Opcion 3
86,Si,No,Si,3,Si,Si,Si,Opcion 3
87,Si,No,Si,2,Si,Si,Si,Opcion 3
88,Si,Si,Si,4,Si,Si,Si,Opcion 4
89,Si,No,Si,2,Si,Si,No,Opcion 3
90,Si,No,No,4,Si,Si,Si,Opcion 3
91,Si,Si,No,3,Si,Si,Si,Opcion 6
92,Si,No,Si,1,Si,Si,Si,Opcion 4
93,Si,No,No,2,Si,Si,Si,Opcion 4
94,Si,Si,Si,2,Si,Si,Si,Opcion 3
95,Si,No,Si,3,Si,Si,Si,Opcion 3
96,Si,Si,Si,2,Si,No,Si,Opcion 4
97,Si,No,Si,1,Si,No,No,Opcion 3
98,Si,Si,No,3,Si,Si,Si,Opcion 3
99,Si,No,Si,2,Si,Si,Si,Opcion 4
100,Si,No,No,3,No,Si,Si,Opcion 5
101,Si,No,Si,2,Si,Si,Si,Opcion 2
102,No,No,No,3,Si,Si,Si,Opcion 4
103,Si,No,Si,2,Si,Si,Si,Opcion 3
104,Si,No,No,2,Si,Si,Si,Opcion 3
105,Si,No,Si,2,Si,Si,Si,Opcion 4
106,Si,No,Si,1,Si,Si,Si,Opcion 4
107,Si,Si,No,3,Si,Si,Si,Opcion 4
108,Si,No,No,2,Si,Si,Si,Opcion 3
109,Si,No,No,1,No,Si,Si,Opcion 4
110,Si,No,No,2,Si,Si,Si,Opcion 2
111,Si,Si,No,2,Si,Si,Si,Opcion 3
112,Si,Si,No,2,Si,Si,Si,Opcion 4
113,Si,Si,Si,5,Si,Si,Si,Opcion 1
114,Si,Si,No,3,Si,Si,Si,Opcion 1
115,Si,No,No,2,Si,No,No,Opcion 3
116,No,No,Si,3,Si,Si,Si,Opcion 1
117,Si,No,No,1,Si,Si,Si,Opcion 3
118,Si,Si,Si,4,Si,Si,Si,Opcion 1
119,Si,No,No,2,Si,Si,Si,Opcion 1
120,Si,Si,No,2,Si,Si,Si,Opcion 4
